resource,lifecycle_transition,activity,timestamp,case_registration_date,case_id,amount_requested
11000,COMPLETE,A_DECLINED,2012-02-16 16:18:27.461000+00:00,2012-02-15 14:34:58.422000+00:00,209715,35000
10913,START,W_Completeren aanvraag,2011-11-30 12:03:23.213000+00:00,2011-11-30 08:45:24.598000+00:00,190048,9000
11259,SCHEDULE,W_Valideren aanvraag,2012-01-27 11:44:16.852000+00:00,2012-01-23 19:30:51.848000+00:00,203347,7400
10899,SCHEDULE,W_Valideren aanvraag,2011-12-14 10:55:02.331000+00:00,2011-12-03 23:02:29.710000+00:00,191052,31500
10861,START,W_Completeren aanvraag,2012-02-08 10:02:49.822000+00:00,2012-01-24 23:42:12.576000+00:00,203768,30000
112,COMPLETE,A_SUBMITTED,2011-12-10 03:32:49.295000+00:00,2011-12-10 03:32:49.295000+00:00,192506,350
11003,COMPLETE,W_Completeren aanvraag,2012-01-06 15:48:52.046000+00:00,2012-01-04 18:49:10.044000+00:00,198026,15000
10912,COMPLETE,W_Afhandelen leads,2012-02-16 11:10:17.977000+00:00,2012-02-16 10:24:34.539000+00:00,210032,4400
11259,COMPLETE,W_Nabellen offertes,2012-01-23 11:35:27.716000+00:00,2012-01-10 23:50:51.550000+00:00,199768,38000
11122,COMPLETE,O_CANCELLED,2011-12-21 17:42:08.503000+00:00,2011-12-17 13:00:44.235000+00:00,194206,25000
10899,START,W_Nabellen incomplete dossiers,2012-01-12 10:00:41.311000+00:00,2011-12-15 17:02:55.930000+00:00,193819,40000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-19 21:16:29.900000+00:00,2012-02-19 21:16:29.798000+00:00,210911,15000
10909,COMPLETE,O_SELECTED,2012-01-30 11:12:53.625000+00:00,2012-01-28 12:43:51.408000+00:00,204592,25000
11121,COMPLETE,A_PREACCEPTED,2011-11-30 11:50:51.518000+00:00,2011-11-30 11:30:35.299000+00:00,190111,3000
11119,START,W_Nabellen offertes,2011-12-14 20:15:19.021000+00:00,2011-11-19 18:47:31.985000+00:00,187427,40000
11119,COMPLETE,A_ACCEPTED,2012-01-12 17:54:29.341000+00:00,2012-01-11 20:53:13.201000+00:00,200040,7000
112,SCHEDULE,W_Afhandelen leads,2012-02-25 00:06:22.736000+00:00,2012-02-25 00:05:33.254000+00:00,212653,8000
11119,START,W_Afhandelen leads,2012-02-02 19:20:45.577000+00:00,2012-02-02 18:54:03.855000+00:00,205993,2500
10861,COMPLETE,W_Completeren aanvraag,2011-12-21 16:38:17.175000+00:00,2011-12-20 21:57:24.429000+00:00,194797,24500
,COMPLETE,W_Nabellen offertes,2011-12-23 19:44:55.445000+00:00,2011-12-13 19:35:47.272000+00:00,193339,10000
11003,START,W_Nabellen offertes,2012-02-16 16:29:31.976000+00:00,2012-02-11 13:25:16.397000+00:00,208403,10000
112,COMPLETE,A_SUBMITTED,2011-12-05 08:38:58.115000+00:00,2011-12-05 08:38:58.115000+00:00,191248,20000
112,COMPLETE,A_SUBMITTED,2012-01-07 17:46:48.824000+00:00,2012-01-07 17:46:48.824000+00:00,198858,4000
10899,SCHEDULE,W_Valideren aanvraag,2012-02-27 10:53:04.159000+00:00,2012-02-08 20:12:13.100000+00:00,207614,3000
10861,COMPLETE,W_Completeren aanvraag,2011-10-20 15:33:09.950000+00:00,2011-10-20 14:40:00.805000+00:00,178590,15000
10881,START,W_Nabellen incomplete dossiers,2012-03-07 17:02:58.386000+00:00,2012-02-27 15:00:36.256000+00:00,213300,5500
11203,SCHEDULE,W_Nabellen offertes,2011-12-09 20:03:05.668000+00:00,2011-12-09 19:27:17.714000+00:00,192464,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-24 10:14:23.347000+00:00,2011-10-24 10:14:23.027000+00:00,179354,25000
10912,COMPLETE,O_CREATED,2012-02-17 17:04:24.785000+00:00,2012-02-16 21:50:13.190000+00:00,210269,8000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-29 17:19:30.034000+00:00,2012-02-29 17:19:29.846000+00:00,214199,15000
10629,SCHEDULE,W_Nabellen incomplete dossiers,2011-11-25 10:29:01.926000+00:00,2011-11-17 09:17:44.994000+00:00,186151,15000
10861,COMPLETE,W_Nabellen offertes,2011-12-03 09:15:50.529000+00:00,2011-11-02 14:28:19.591000+00:00,181658,20000
,SCHEDULE,W_Valideren aanvraag,2011-10-20 09:39:30.373000+00:00,2011-10-05 18:47:11.468000+00:00,174872,18000
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-17 11:13:54.996000+00:00,2011-10-17 11:13:54.891000+00:00,177438,15000
10863,COMPLETE,W_Completeren aanvraag,2012-02-08 18:12:59.263000+00:00,2012-02-06 09:19:44.079000+00:00,206685,5000
11049,START,W_Completeren aanvraag,2012-01-05 09:12:20.448000+00:00,2012-01-04 18:19:03.099000+00:00,198014,13000
11120,COMPLETE,A_FINALIZED,2011-10-03 09:26:10.576000+00:00,2011-10-01 19:14:15.425000+00:00,173790,5000
11049,COMPLETE,W_Nabellen incomplete dossiers,2012-02-16 12:20:58.740000+00:00,2012-01-26 01:30:54.667000+00:00,204099,15000
10932,START,W_Completeren aanvraag,2011-12-27 14:25:38.455000+00:00,2011-12-26 12:15:20.135000+00:00,195603,19500
11203,START,W_Nabellen offertes,2012-01-23 20:13:01.002000+00:00,2012-01-15 20:46:54.482000+00:00,201141,9000
10609,START,W_Valideren aanvraag,2012-02-03 13:59:42.406000+00:00,2012-01-15 11:41:24.984000+00:00,201021,10000
10861,COMPLETE,O_CREATED,2012-01-18 15:35:06.194000+00:00,2012-01-18 02:09:07.029000+00:00,201854,50000
11200,COMPLETE,O_CREATED,2011-11-03 19:58:09.828000+00:00,2011-11-03 18:25:46.817000+00:00,182044,3500
11201,COMPLETE,W_Completeren aanvraag,2011-12-08 18:55:40.828000+00:00,2011-12-08 13:20:27.919000+00:00,192214,35000
11203,COMPLETE,W_Nabellen offertes,2012-03-02 15:11:02.147000+00:00,2012-02-22 17:04:31.903000+00:00,211859,7000
10932,COMPLETE,O_SENT,2011-12-22 14:35:17.074000+00:00,2011-12-22 13:33:02.796000+00:00,195124,25000
10881,START,W_Nabellen incomplete dossiers,2012-02-01 18:59:15.582000+00:00,2012-01-11 22:25:44.559000+00:00,200082,10000
10913,COMPLETE,A_ACCEPTED,2011-12-17 14:34:46.494000+00:00,2011-12-17 14:18:26.960000+00:00,194218,8000
,START,W_Nabellen offertes,2011-10-15 14:55:30.075000+00:00,2011-10-04 23:49:56.529000+00:00,174568,5000
11179,SCHEDULE,W_Nabellen offertes,2011-10-20 19:02:24.192000+00:00,2011-10-20 18:36:13.634000+00:00,178656,15000
11179,COMPLETE,A_ACCEPTED,2011-12-27 14:20:29.565000+00:00,2011-12-26 12:44:07.384000+00:00,195606,5000
10913,START,W_Completeren aanvraag,2011-10-18 13:25:29.093000+00:00,2011-10-17 22:52:01.596000+00:00,177687,5000
10881,START,W_Nabellen incomplete dossiers,2011-12-07 17:24:54.037000+00:00,2011-11-22 11:48:04.508000+00:00,188065,20000
11049,SCHEDULE,W_Valideren aanvraag,2012-02-06 10:58:33.022000+00:00,2012-01-10 10:37:41.198000+00:00,199537,50000
112,SCHEDULE,W_Completeren aanvraag,2012-02-28 15:46:18.506000+00:00,2012-02-28 15:45:36.624000+00:00,213771,10000
,START,W_Nabellen offertes,2011-10-12 11:17:17.473000+00:00,2011-10-05 15:10:39.426000+00:00,174773,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-10 23:57:45.141000+00:00,2011-11-10 23:57:44.496000+00:00,184363,6000
10899,COMPLETE,O_SENT_BACK,2011-11-10 10:37:37.127000+00:00,2011-10-14 00:10:16.225000+00:00,176858,5000
10863,COMPLETE,W_Nabellen offertes,2011-11-14 20:32:54.705000+00:00,2011-10-24 22:37:02.515000+00:00,179585,18000
11003,COMPLETE,W_Completeren aanvraag,2012-02-16 09:15:31.590000+00:00,2012-01-16 20:49:19.644000+00:00,201487,8000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-25 14:07:44.395000+00:00,2012-01-25 14:07:44.223000+00:00,203937,5000
10939,COMPLETE,O_SENT,2011-11-23 14:37:33.138000+00:00,2011-11-22 19:48:51.046000+00:00,188194,14000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-31 09:40:54.884000+00:00,2011-12-31 09:40:54.519000+00:00,196867,6000
11169,COMPLETE,W_Afhandelen leads,2012-03-01 09:27:41.325000+00:00,2012-02-29 23:51:16.799000+00:00,214376,15000
10910,COMPLETE,W_Afhandelen leads,2011-12-06 14:22:23.507000+00:00,2011-12-06 14:16:49.930000+00:00,191674,15000
11202,COMPLETE,O_SENT,2012-02-03 20:19:44.174000+00:00,2012-02-03 19:54:57.395000+00:00,206357,35000
11181,START,W_Nabellen offertes,2011-11-14 18:09:33.955000+00:00,2011-11-14 16:49:55.093000+00:00,185261,8000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-15 22:13:18.942000+00:00,2012-02-15 22:13:18.716000+00:00,209945,12500
112,SCHEDULE,W_Afhandelen leads,2011-10-14 13:20:09.779000+00:00,2011-10-14 13:19:52.508000+00:00,176960,36500
11049,COMPLETE,W_Nabellen offertes,2012-01-16 11:03:52.530000+00:00,2012-01-06 23:37:30.716000+00:00,198744,10000
10629,SCHEDULE,W_Nabellen incomplete dossiers,2012-02-11 13:33:49.846000+00:00,2012-01-20 12:09:13.574000+00:00,202539,7500
10913,COMPLETE,W_Completeren aanvraag,2012-01-21 16:42:19.479000+00:00,2012-01-10 21:23:02.915000+00:00,199732,14600
10913,START,W_Nabellen incomplete dossiers,2012-02-23 10:42:23.808000+00:00,2012-02-15 11:57:19.924000+00:00,209655,10000
11049,START,W_Nabellen incomplete dossiers,2011-11-10 12:02:48.047000+00:00,2011-10-24 10:14:23.027000+00:00,179354,25000
10889,COMPLETE,O_SENT,2012-01-31 19:36:50.707000+00:00,2012-01-31 19:07:39.896000+00:00,205379,35000
112,COMPLETE,A_PARTLYSUBMITTED,2012-01-05 17:10:50.175000+00:00,2012-01-05 17:10:49.862000+00:00,198367,50000
11189,COMPLETE,W_Completeren aanvraag,2011-11-15 11:54:47.398000+00:00,2011-11-14 15:23:32.957000+00:00,185246,30000
10932,COMPLETE,W_Afhandelen leads,2012-02-04 10:42:19.407000+00:00,2012-02-04 00:05:35.348000+00:00,206396,2000
11179,COMPLETE,W_Completeren aanvraag,2011-10-04 17:42:15.104000+00:00,2011-10-03 17:58:26.990000+00:00,174159,40000
,START,W_Nabellen incomplete dossiers,2011-11-04 12:05:05.504000+00:00,2011-10-11 15:39:45.601000+00:00,176218,20000
10910,COMPLETE,A_DECLINED,2012-01-02 09:36:57.977000+00:00,2012-01-01 05:16:33.625000+00:00,196933,10000
11181,START,W_Completeren aanvraag,2012-01-05 11:24:35.966000+00:00,2012-01-04 14:32:05.245000+00:00,197924,5000
112,COMPLETE,A_CANCELLED,2012-03-08 09:15:22.636000+00:00,2012-02-06 16:58:00.509000+00:00,206862,20000
11319,COMPLETE,A_ACCEPTED,2012-02-27 14:51:13.702000+00:00,2012-02-27 14:13:04.521000+00:00,213279,25000
10972,COMPLETE,W_Valideren aanvraag,2012-02-15 12:56:05.733000+00:00,2012-01-28 13:40:06.264000+00:00,204607,6875
112,SCHEDULE,W_Completeren aanvraag,2012-01-30 10:02:26.734000+00:00,2012-01-30 10:01:49.275000+00:00,204906,10000
11169,START,W_Completeren aanvraag,2012-02-28 10:18:04.966000+00:00,2012-02-28 10:00:54.563000+00:00,213621,30000
10609,COMPLETE,W_Valideren aanvraag,2012-03-13 11:24:25.787000+00:00,2012-02-20 07:52:42.162000+00:00,210957,25000
,COMPLETE,W_Nabellen offertes,2012-01-14 14:30:33.159000+00:00,2011-12-23 18:06:00.340000+00:00,195401,30000
,COMPLETE,W_Completeren aanvraag,2011-11-30 18:10:13.411000+00:00,2011-11-30 11:30:35.299000+00:00,190111,3000
10913,SCHEDULE,W_Nabellen offertes,2012-01-07 12:46:39.121000+00:00,2012-01-06 13:07:50.797000+00:00,198582,25000
11180,START,W_Completeren aanvraag,2011-10-03 10:37:42.210000+00:00,2011-10-02 22:51:17.311000+00:00,173946,8000
11003,COMPLETE,W_Nabellen offertes,2012-02-23 20:32:02.449000+00:00,2012-01-30 20:08:27.862000+00:00,205110,40000
,START,W_Nabellen offertes,2012-01-19 11:44:30.671000+00:00,2012-01-02 12:53:34.002000+00:00,197108,10000
10933,COMPLETE,W_Completeren aanvraag,2012-02-01 18:44:43.583000+00:00,2012-01-31 22:11:59.510000+00:00,205465,22500
10889,START,W_Nabellen offertes,2012-01-24 14:05:20.287000+00:00,2012-01-15 23:39:00.932000+00:00,201177,8500
,COMPLETE,W_Nabellen offertes,2011-11-09 09:20:04.414000+00:00,2011-11-02 10:57:15.819000+00:00,181565,3500
112,COMPLETE,A_SUBMITTED,2012-01-24 16:10:13.829000+00:00,2012-01-24 16:10:13.828000+00:00,203606,30000
10909,COMPLETE,W_Nabellen offertes,2012-02-08 18:07:53.997000+00:00,2012-02-01 17:00:37.218000+00:00,205655,8500
11000,COMPLETE,W_Completeren aanvraag,2012-01-26 11:11:13.714000+00:00,2012-01-25 22:08:32.751000+00:00,204078,46012
11180,COMPLETE,A_ACCEPTED,2011-10-19 14:59:35.141000+00:00,2011-10-19 14:46:00.888000+00:00,178242,25000
11122,COMPLETE,O_CREATED,2012-01-20 20:37:35.759000+00:00,2012-01-20 20:28:26.697000+00:00,202701,15000
10863,START,W_Nabellen incomplete dossiers,2012-02-08 14:40:14.649000+00:00,2011-12-22 21:51:37.590000+00:00,195247,45000
10913,START,W_Completeren aanvraag,2012-02-20 16:57:12.663000+00:00,2012-02-20 15:00:32.906000+00:00,211137,15000
10912,COMPLETE,A_DECLINED,2012-01-20 18:17:39.256000+00:00,2012-01-20 17:46:59.963000+00:00,202665,10000
11181,START,W_Completeren aanvraag,2011-11-01 13:35:46.019000+00:00,2011-10-31 00:07:26.919000+00:00,180889,9000
112,SCHEDULE,W_Completeren aanvraag,2011-12-09 11:32:18.364000+00:00,2011-12-09 11:31:39.244000+00:00,192392,30000
112,COMPLETE,A_SUBMITTED,2011-12-12 17:54:29.811000+00:00,2011-12-12 17:54:29.811000+00:00,193023,20000
10861,COMPLETE,W_Afhandelen leads,2012-01-11 13:25:15.945000+00:00,2012-01-10 21:20:18.275000+00:00,199729,5000
11203,START,W_Completeren aanvraag,2011-11-04 18:51:20.742000+00:00,2011-11-04 17:07:11.080000+00:00,182290,5000
11180,COMPLETE,O_CANCELLED,2011-10-24 16:39:55.042000+00:00,2011-10-13 14:53:15.302000+00:00,176714,25000
10909,COMPLETE,A_CANCELLED,2011-10-27 20:42:25.972000+00:00,2011-10-20 13:58:28.009000+00:00,178569,30000
10609,COMPLETE,W_Nabellen incomplete dossiers,2011-12-05 16:13:32.939000+00:00,2011-11-17 22:01:36.496000+00:00,186739,60000
10939,COMPLETE,W_Nabellen offertes,2011-11-25 11:57:33.175000+00:00,2011-11-16 22:46:29.676000+00:00,186100,30000
112,SCHEDULE,W_Afhandelen leads,2012-02-16 14:29:16.895000+00:00,2012-02-16 14:28:36.871000+00:00,210149,35000
11121,START,W_Nabellen offertes,2011-10-25 16:17:10.824000+00:00,2011-10-14 15:36:45.931000+00:00,177002,10000
11189,COMPLETE,W_Nabellen offertes,2011-12-28 11:12:00.746000+00:00,2011-12-15 00:46:32.979000+00:00,193689,15000
11180,COMPLETE,W_Nabellen offertes,2011-10-24 15:16:10.750000+00:00,2011-10-06 12:12:22.123000+00:00,175039,6000
10912,START,W_Completeren aanvraag,2012-02-08 14:46:45.391000+00:00,2012-02-08 14:43:12.296000+00:00,207473,3000
10909,COMPLETE,W_Nabellen offertes,2011-12-22 19:34:12.081000+00:00,2011-12-16 12:43:00.752000+00:00,194016,10000
10881,START,W_Nabellen offertes,2011-10-25 16:11:48.999000+00:00,2011-10-01 21:07:54.696000+00:00,173805,5000
11121,COMPLETE,A_PREACCEPTED,2011-10-19 19:43:17.880000+00:00,2011-10-19 19:40:08.004000+00:00,178362,10000
11049,COMPLETE,W_Nabellen incomplete dossiers,2011-12-15 14:17:13.873000+00:00,2011-11-15 13:42:45.592000+00:00,185548,20000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-03 00:06:33.540000+00:00,2011-12-03 00:06:30.429000+00:00,190851,5000
11202,COMPLETE,O_CREATED,2012-01-27 15:28:42.175000+00:00,2012-01-26 11:04:09.380000+00:00,204158,16000
11189,COMPLETE,W_Completeren aanvraag,2011-10-26 14:40:32.874000+00:00,2011-10-23 21:14:43.901000+00:00,179299,15000
10609,START,W_Valideren aanvraag,2011-10-24 10:43:24.397000+00:00,2011-10-12 11:25:08.115000+00:00,176404,5000
11259,COMPLETE,O_SENT_BACK,2012-02-08 11:04:32.148000+00:00,2012-01-23 18:11:57.465000+00:00,203320,7000
10609,COMPLETE,W_Valideren aanvraag,2012-02-14 14:05:47.704000+00:00,2012-01-16 11:16:01.238000+00:00,201271,7000
112,SCHEDULE,W_Completeren aanvraag,2011-12-22 22:26:22.387000+00:00,2011-12-22 22:25:42.575000+00:00,195262,25000
10899,COMPLETE,O_SENT_BACK,2012-02-15 17:49:33.212000+00:00,2012-02-09 11:41:41.654000+00:00,207783,6500
11003,COMPLETE,W_Completeren aanvraag,2012-02-16 14:52:29.881000+00:00,2012-02-15 11:21:23.343000+00:00,209628,30000
112,COMPLETE,A_SUBMITTED,2012-01-17 11:10:01.460000+00:00,2012-01-17 11:10:01.459000+00:00,201635,12000
11201,START,W_Nabellen offertes,2012-01-17 13:38:07.021000+00:00,2012-01-02 08:35:54.627000+00:00,197042,2000
10910,START,W_Nabellen incomplete dossiers,2012-01-12 14:58:12.138000+00:00,2012-01-03 10:46:12.074000+00:00,197455,11300
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-12 21:44:15.056000+00:00,2012-02-12 21:44:14.534000+00:00,208652,20000
10933,START,W_Afhandelen leads,2012-02-13 19:26:03.543000+00:00,2012-02-13 17:32:38.898000+00:00,208991,5000
10609,COMPLETE,W_Nabellen incomplete dossiers,2011-12-15 15:31:40.529000+00:00,2011-11-28 12:12:55.207000+00:00,189496,10000
11203,COMPLETE,A_ACCEPTED,2011-12-05 19:05:36.729000+00:00,2011-12-03 11:03:08.790000+00:00,190899,10000
10935,COMPLETE,W_Afhandelen leads,2012-02-13 16:30:55.917000+00:00,2012-02-13 15:34:05.275000+00:00,208898,23925
112,SCHEDULE,W_Afhandelen leads,2011-11-22 21:28:19.190000+00:00,2011-11-22 21:28:14.223000+00:00,188224,45000
10609,COMPLETE,W_Valideren aanvraag,2012-03-09 12:22:04.515000+00:00,2012-02-29 10:55:11.775000+00:00,214025,10000
10138,START,W_Valideren aanvraag,2011-10-27 14:39:31.895000+00:00,2011-10-17 18:12:41.597000+00:00,177603,12000
10881,START,W_Nabellen incomplete dossiers,2012-03-13 11:02:31.218000+00:00,2012-02-27 16:11:33.862000+00:00,213342,25000
10809,START,W_Valideren aanvraag,2011-12-21 11:57:14.450000+00:00,2011-12-13 10:03:11.158000+00:00,193174,8500
11000,COMPLETE,A_ACCEPTED,2012-02-14 15:54:06.312000+00:00,2012-02-13 19:48:53.695000+00:00,209066,7500
10138,COMPLETE,O_SENT_BACK,2011-12-23 12:17:54.965000+00:00,2011-12-12 13:50:16.898000+00:00,192930,15000
11203,COMPLETE,A_PREACCEPTED,2012-02-20 15:05:48.014000+00:00,2012-02-19 22:51:11.012000+00:00,210932,18000
112,SCHEDULE,W_Completeren aanvraag,2011-11-18 14:29:57.428000+00:00,2011-11-18 14:29:14.997000+00:00,187025,17500
10939,COMPLETE,W_Nabellen offertes,2012-01-03 11:52:22.182000+00:00,2011-12-29 13:52:16.718000+00:00,196398,5000
11169,START,W_Afhandelen leads,2012-02-02 09:15:11.015000+00:00,2012-02-01 23:06:24.396000+00:00,205788,10000
,COMPLETE,W_Completeren aanvraag,2011-10-27 18:03:07.346000+00:00,2011-10-27 16:31:28.943000+00:00,180298,30000
10933,COMPLETE,W_Completeren aanvraag,2012-02-09 19:11:34.923000+00:00,2012-02-08 14:43:12.296000+00:00,207473,3000
,COMPLETE,W_Nabellen offertes,2012-01-30 10:49:59.880000+00:00,2012-01-23 19:19:53.395000+00:00,203341,12500
10982,COMPLETE,W_Nabellen incomplete dossiers,2012-02-01 12:04:47.806000+00:00,2012-01-26 15:58:28.368000+00:00,204257,5000
10939,COMPLETE,W_Completeren aanvraag,2011-12-02 19:53:52.355000+00:00,2011-11-30 11:30:35.299000+00:00,190111,3000
11180,COMPLETE,W_Completeren aanvraag,2011-10-27 19:39:16.768000+00:00,2011-10-22 22:13:29.156000+00:00,179158,7950
11002,COMPLETE,W_Nabellen incomplete dossiers,2012-01-24 12:48:57.373000+00:00,2011-12-06 22:05:09.610000+00:00,191797,5000
10861,COMPLETE,A_DECLINED,2012-01-05 09:31:40.026000+00:00,2012-01-04 22:04:24.685000+00:00,198134,7500
10939,START,W_Nabellen incomplete dossiers,2011-12-08 14:53:44.782000+00:00,2011-11-28 21:09:28.525000+00:00,189691,5000
10899,COMPLETE,W_Nabellen offertes,2012-03-07 10:07:58.614000+00:00,2012-02-14 21:16:36.216000+00:00,209455,40000
112,COMPLETE,A_DECLINED,2012-02-27 21:29:43.809000+00:00,2012-02-27 21:29:07.262000+00:00,213531,5500
11180,START,W_Completeren aanvraag,2011-11-17 20:43:29.620000+00:00,2011-11-17 17:44:47.856000+00:00,186496,20000
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-31 17:28:10.377000+00:00,2011-10-31 17:28:10.124000+00:00,181073,12000
11181,START,W_Completeren aanvraag,2011-10-17 20:20:57.758000+00:00,2011-10-17 17:11:18.438000+00:00,177582,10000
10929,COMPLETE,W_Completeren aanvraag,2012-01-03 15:28:49.571000+00:00,2012-01-03 11:01:21.151000+00:00,197470,5000
10932,START,W_Completeren aanvraag,2011-12-09 15:01:13.827000+00:00,2011-12-09 14:25:46.988000+00:00,192425,25000
10972,START,W_Valideren aanvraag,2011-11-08 12:13:09.686000+00:00,2011-10-25 22:35:00.426000+00:00,179856,15000
112,COMPLETE,A_SUBMITTED,2011-11-08 13:33:47.857000+00:00,2011-11-08 13:33:47.857000+00:00,183076,5000
11009,START,W_Nabellen incomplete dossiers,2011-12-20 13:45:50.046000+00:00,2011-12-02 08:41:54.070000+00:00,190662,9500
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-17 21:30:10.863000+00:00,2011-11-17 21:30:10.726000+00:00,186709,5000
10972,COMPLETE,W_Valideren aanvraag,2012-01-24 13:27:07.348000+00:00,2012-01-12 16:30:20.344000+00:00,200296,5000
10899,START,W_Nabellen offertes,2011-11-22 12:02:56.359000+00:00,2011-11-16 10:19:47.788000+00:00,185777,15000
11181,START,W_Nabellen offertes,2012-02-24 11:35:11.566000+00:00,2012-02-13 17:40:35.569000+00:00,208997,5000
10929,COMPLETE,O_CREATED,2011-12-12 14:44:54.076000+00:00,2011-12-11 14:13:05.333000+00:00,192728,5000
11119,COMPLETE,O_SELECTED,2012-01-30 18:34:19.246000+00:00,2012-01-30 10:04:08.105000+00:00,204909,25500
112,COMPLETE,A_SUBMITTED,2011-12-06 12:36:44.810000+00:00,2011-12-06 12:36:44.810000+00:00,191650,7500
11189,SCHEDULE,W_Nabellen offertes,2011-11-09 12:47:22.580000+00:00,2011-11-09 11:16:44.292000+00:00,183387,5000
11180,COMPLETE,O_CREATED,2011-11-21 12:14:51.278000+00:00,2011-11-20 17:16:39.101000+00:00,187547,23500
10971,COMPLETE,A_DECLINED,2011-12-10 14:47:41.997000+00:00,2011-12-10 13:37:57.980000+00:00,192572,50000
112,SCHEDULE,W_Completeren aanvraag,2012-02-13 14:05:10.546000+00:00,2012-02-13 14:04:32.581000+00:00,208832,35000
10138,START,W_Valideren aanvraag,2011-11-07 13:52:11.097000+00:00,2011-10-28 09:14:40.353000+00:00,180445,18000
11259,START,W_Nabellen offertes,2011-12-20 10:03:27.079000+00:00,2011-12-03 08:43:45.112000+00:00,190875,35035
10972,COMPLETE,W_Valideren aanvraag,2011-11-18 08:47:35.178000+00:00,2011-10-11 15:39:45.601000+00:00,176218,20000
10138,COMPLETE,A_ACTIVATED,2012-03-12 10:43:30.347000+00:00,2012-02-15 15:08:59.586000+00:00,209733,7500
,COMPLETE,W_Nabellen offertes,2012-02-02 20:16:17.280000+00:00,2012-01-30 17:05:05.774000+00:00,205062,19000
11169,START,W_Nabellen offertes,2012-01-27 12:30:11.331000+00:00,2012-01-18 15:20:11.051000+00:00,202035,12000
10972,COMPLETE,A_REGISTERED,2011-12-05 17:59:36.181000+00:00,2011-11-17 17:56:36.304000+00:00,186511,7800
,START,W_Nabellen offertes,2011-10-20 08:59:26.533000+00:00,2011-10-07 18:54:42.882000+00:00,175455,5000
112,SCHEDULE,W_Completeren aanvraag,2011-10-03 11:21:50.145000+00:00,2011-10-03 11:21:10.598000+00:00,174018,25000
,SCHEDULE,W_Nabellen offertes,2011-12-03 11:31:38.710000+00:00,2011-12-03 01:24:27.847000+00:00,190863,5000
11169,COMPLETE,A_DECLINED,2011-11-23 09:34:43.212000+00:00,2011-11-22 18:56:58.494000+00:00,188173,19594
11201,COMPLETE,W_Nabellen offertes,2012-02-24 20:46:09.758000+00:00,2012-01-25 01:17:29.748000+00:00,203780,25000
10863,START,W_Completeren aanvraag,2012-02-22 14:10:56.732000+00:00,2012-02-15 01:00:08.149000+00:00,209529,17500
10609,SCHEDULE,W_Nabellen incomplete dossiers,2012-01-18 09:35:00.189000+00:00,2011-12-08 12:36:14.736000+00:00,192193,6000
11169,COMPLETE,W_Completeren aanvraag,2012-02-09 12:19:06.709000+00:00,2012-02-09 11:28:00.046000+00:00,207774,2000
112,COMPLETE,A_PARTLYSUBMITTED,2011-12-04 22:39:20.351000+00:00,2011-12-04 22:39:20.168000+00:00,191211,2500
11181,START,W_Completeren aanvraag,2012-02-02 18:18:30.378000+00:00,2012-02-02 18:13:08.247000+00:00,205978,5000
10909,COMPLETE,W_Completeren aanvraag,2012-02-11 10:49:07.324000+00:00,2012-02-07 18:47:58.657000+00:00,207251,25847
10909,START,W_Completeren aanvraag,2012-02-11 14:33:29.973000+00:00,2012-02-02 10:48:08.280000+00:00,205849,6000
10609,COMPLETE,W_Valideren aanvraag,2012-03-09 15:52:22.722000+00:00,2012-02-29 15:13:32.677000+00:00,214139,26000
11180,COMPLETE,O_SELECTED,2011-11-17 17:26:56.198000+00:00,2011-11-16 16:25:48.747000+00:00,185885,12400
11122,COMPLETE,W_Completeren aanvraag,2012-02-10 09:15:12.699000+00:00,2012-01-10 15:29:03.652000+00:00,199603,15000
112,COMPLETE,A_DECLINED,2011-10-27 12:12:26.155000+00:00,2011-10-27 12:11:51.580000+00:00,180184,3000
112,COMPLETE,A_CANCELLED,2012-02-02 09:15:24.645000+00:00,2012-01-02 20:25:42.171000+00:00,197339,15000
112,COMPLETE,A_PREACCEPTED,2011-11-13 11:43:33.265000+00:00,2011-11-13 11:42:58+00:00,184949,5500
112,COMPLETE,A_SUBMITTED,2012-01-06 13:35:58.615000+00:00,2012-01-06 13:35:58.615000+00:00,198603,15000
112,SCHEDULE,W_Completeren aanvraag,2012-01-07 12:10:56.257000+00:00,2012-01-07 12:10:12.070000+00:00,198792,20000
11169,COMPLETE,W_Completeren aanvraag,2011-12-28 13:43:40.096000+00:00,2011-12-28 10:57:11.214000+00:00,196009,28000
11259,START,W_Nabellen incomplete dossiers,2012-03-01 13:32:59.452000+00:00,2012-02-21 21:47:17.995000+00:00,211606,35000
10913,COMPLETE,O_SELECTED,2012-01-26 16:58:22.878000+00:00,2012-01-16 14:18:18.415000+00:00,201337,5000
